image_path,split,label,timestamp,source
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092463_270ba730_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/runway_runway_ropa calle guatemala 2025_1756145509_d29239d7_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_engineer clothing guatemala_1756095722_4f0475db_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guatemala_1756085765_920c20d9_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_printed clothing guatemala_1756096970_e4fbdbb1_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa estudiantes guatemala_1756091584_2480fbdf_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_winter clothing guatemala_1756092672_046a1795_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_bolsos guatemala_1756096133_5fdd4a5f_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092486_d2dc65b6_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa algodon guatemala_1756092893_e7c1f820_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756102313_216e7d4d_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hombre guatemala_1756093075_e997dfc7_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_bolsos guatemala_1756096394_19d3ee3b_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa algodon guatemala_1756092979_771439a5_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_handmade clothing guatemala_1756094733_967bab23_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_printed clothing guatemala_1756096737_80eb11b7_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa deportiva guatemala_1756092017_58a3ac37_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_maya dress guatemala_1756092328_5dd7cddb_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa ciudad guatemala_1756094864_c9b6af9f_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100613_653134c7_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_tienda ropa guatemala_1756096856_31e03fdb_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092486_d2dc65b6_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_diseñador ropa guatemala_1756097278_f4e3547a_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_engineer clothing guatemala_1756095764_b63592c7_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_imported clothing guatemala_1756093929_50adf499_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_winter clothing guatemala_1756092606_f4e5de2b_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_university clothing guatemala_1756091965_e061007b_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guatemala clothing designer_1756097163_30eac5f8_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/google_google_ropa_1756085070_f0e6dbf3_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756102289_bcefd4b6_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa artesanal guatemala_1756094351_abe305c4_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_maya dress guatemala_1756092328_5dd7cddb_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa tenis guatemala_1756096167_e75dc914_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guatemala clothing designer_1756097221_9d9806d0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa vintage guatemala 2025_1756099501_a52fbc33_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_red clothing guatemala_1756096603_138e6a63_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa vegana guatemala 2025_1756102097_b94bf13d_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guatemala_1756085762_0e7e96b0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa desfile guatemala_1756094888_e39c1e77_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_maya dress guatemala_1756092494_b9499706_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_abrigos guatemala_1756091657_611b35de_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_engineer clothing guatemala_1756095694_bcfd9d39_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa denim guatemala 2025_1756099715_b8144a78_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa rayada guatemala_1756096583_7985ccd3_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092282_33648079_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa juventud guatemala_1756091624_e4d6364b_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa vegana guatemala 2025_1756102221_227a9ae7_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa artesanal guatemala_1756094351_abe305c4_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_proveedor ropa guatemala_1756103528_c03c7f0d_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa bohemia guatemala 2025_1756099479_9b0b37a8_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa ciudad guatemala_1756095009_47a7ee5a_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_national clothing guatemala_1756094503_654df09f_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_distribuidor ropa guatemala_1756098062_5b3e388a_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_mercado ropa guatemala_1756097012_576bf424_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092456_bf990688_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_bolsos guatemala_1756095944_b1dffa9e_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_winter clothing guatemala_1756092886_bc6ec20e_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_linen clothing guatemala_1756093514_d4058ccb_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_engineer clothing guatemala_1756095559_373ef495_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa vintage guatemala 2025_1756099449_6e03dc33_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa denim guatemala 2025_1756099693_161359a2_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_tienda ropa guatemala_1756096790_ef592c3d_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa cuero guatemala_1756093229_eb4835a5_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa cuero guatemala_1756093038_0ec3a100_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_consumidor ropa guatemala_1756098056_2734b7eb_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guatemala clothing mall_1756097082_02a459c6_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100995_9cd674ec_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa ciudad guatemala 2025_1756102364_cbfbfb5d_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa carnaval guatemala_1756092652_9298ad96_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_scarves guatemala_1756096055_75822b51_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guatemala_1756085715_19ced8b3_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_comerciante ropa guatemala_1756103387_2734b7eb_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_linen clothing guatemala_1756093598_10fd1a89_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_printed clothing guatemala_1756096615_517a5da5_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756101873_bb223e42_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_summer clothing guatemala_1756092625_85ac5300_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_fabricante ropa guatemala_1756097270_24cb65eb_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_importador ropa guatemala_1756103251_c03c7f0d_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100822_bf64a448_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hecha a mano guatemala_1756095092_68ed33bd_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_national clothing guatemala_1756094368_b82132ff_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_handmade clothing guatemala_1756094521_f436dbc9_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_scarves guatemala_1756096341_2d262a53_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_winter clothing guatemala_1756092744_7dd909b2_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hecha a mano guatemala_1756095048_f0fee287_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092475_e6464080_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_handmade clothing guatemala_1756094815_343b7dac_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_almacen ropa guatemala_1756103183_09a7d26d_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_almacen ropa guatemala_1756098215_0064f112_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_teacher clothing guatemala_1756095491_32b005d9_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_vendedor ropa guatemala_1756097470_b82c46da_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_women clothing guatemala_1756092720_e78c0123_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100435_e0988abc_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_diseñador ropa guatemala_1756097230_0b06a4e5_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guate_1756089749_47a7ee5a_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa formal guatemala_1756092213_24b85405_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guatemala clothing designer_1756097475_b0e8e566_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa juventud guatemala_1756091500_4f2ea113_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756102180_75a6440a_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_daily clothing guatemala_1756091951_49119d00_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_winter clothing guatemala_1756092657_16ade868_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_national clothing guatemala_1756093737_32b005d9_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_handmade clothing guatemala_1756094644_a37ff3c7_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756102313_216e7d4d_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_almacen ropa guatemala_1756103039_aee112aa_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hombre guatemala_1756092913_5a11d5e1_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_scarves guatemala_1756096117_4ec37c7e_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa abogado guatemala_1756095320_6dd8187a_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hecha a mano guatemala_1756094862_a8bd91fe_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_teacher clothing guatemala_1756095879_20553462_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa natacion guatemala 2025_1756100090_654a269b_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_imported clothing guatemala_1756093951_7e3434e9_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa quetzaltenango 2025_1756101736_3dd871e0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_pantalones guatemala_1756091400_cec18b08_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_importador ropa guatemala_1756103027_b28ab9c5_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100995_9cd674ec_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa artesanal guatemala 2025_1756101184_e54f7cd0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_importador ropa guatemala_1756103200_46ef2baa_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa doctor guatemala_1756095394_016bbe53_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa quetzaltenango 2025_1756101903_b2de7304_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa ciudad guatemala 2025_1756101303_6d50ff7d_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa artesanal guatemala_1756094296_cedc00a2_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_jackets guatemala_1756091271_69ec5245_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756101999_168636ad_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756094024_d90c1bb7_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa quetzaltenango 2025_1756101728_84b1e3fb_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hombre guatemala_1756092688_b119d31e_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa abogado guatemala_1756095487_09e84ad0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa denim guatemala 2025_1756099707_239b384e_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_coats guatemala_1756091304_9871a823_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa vintage guatemala_1756092849_816fc8f8_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guatemala clothing mall_1756097039_9956ba86_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_maya dress guatemala_1756092521_0135f46e_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa carnaval guatemala_1756092646_9d8626fe_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_jackets guatemala_1756091307_a42958f8_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_fabricante ropa guatemala_1756097139_8cdd5f50_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa calle guatemala 2025_1756103455_3af1a48e_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guate_1756089728_c34aadd3_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_winter clothing guatemala_1756092886_bc6ec20e_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_red clothing guatemala_1756096746_23cb265d_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hecha a mano guatemala_1756094542_aa2daadf_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guate_1756089762_bbfb03d5_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa neón guatemala 2025_1756100478_9939251e_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa calle guatemala 2025_1756103675_a5f60580_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100680_fce4fd3a_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guantes guatemala_1756096498_59c112c5_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_university clothing guatemala_1756091629_d1a69619_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_mercado ropa guatemala_1756096960_3002f6b6_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_national clothing guatemala_1756094368_b82132ff_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_printed clothing guatemala_1756096682_171aefba_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_diseñador ropa guatemala_1756097063_261b79b2_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/runway_runway_ropa calle guatemala 2025_1756145678_24851e92_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa enfermera guatemala_1756095909_3a8322c5_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_distribuidor ropa guatemala_1756102865_4feb3762_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa ciudad guatemala 2025_1756102435_dba4df4c_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa joven guatemala 2025_1756099760_653134c7_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa carnaval guatemala_1756092515_f4e8431b_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa lana guatemala_1756093355_200e15c5_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_almacen ropa guatemala_1756098093_713b7e6a_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_imported clothing guatemala_1756094177_271b8499_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_guatemala clothing mall_1756097291_b63bdc91_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756093998_b443ba2a_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_usuario ropa guatemala_1756103506_1e634421_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa rayada guatemala 2025_1756100830_f2fbc377_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa ciudad guatemala 2025_1756101353_dba4df4c_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/guate_guate_ropa guate_1756089816_0e7e96b0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_cultural clothing guatemala_1756092351_4f7d3af8_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/runway_runway_ropa deportiva casual guatemala 2025_1756145541_9b0b37a8_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_leather clothing guatemala_1756093473_f00311a9_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_summer clothing guatemala_1756092644_acfb2afb_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa enfermera guatemala_1756095893_6f88c74d_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_scarves guatemala_1756096515_89d75e3a_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_pantalones guatemala_1756091298_55c90168_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_distribuidor ropa guatemala_1756102850_b72834c5_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_almacen ropa guatemala_1756098006_68ac7d06_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hecha a mano guatemala_1756095006_8c77dee2_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_almacen ropa guatemala_1756103011_a67d1cce_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa vintage guatemala_1756092798_9a079083_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa hecha a mano guatemala 2025_1756101347_b284250a_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa doctor guatemala_1756095203_5197de59_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_proveedor ropa guatemala_1756103563_f5ad54c9_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa show guatemala_1756095309_6bb0dc89_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa quetzaltenango 2025_1756101342_3e005d60_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_usuario ropa guatemala_1756103406_491ffc25_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa lana guatemala_1756093234_a148e52f_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_linen clothing guatemala_1756093443_d4452333_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_almacen ropa guatemala_1756097336_a52fbc33_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756093879_06877e79_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_bolsos guatemala_1756096229_73e7f84d_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756093523_daffdd29_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa show guatemala 2025_1756101933_f321ebe6_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa denim guatemala 2025_1756099707_239b384e_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_university clothing guatemala_1756091883_7ef8747e_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa abogado guatemala_1756095516_f4fec1e7_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_women clothing guatemala_1756092761_34008ec0_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_pantalones guatemala_1756091236_349ef65d_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_party clothing guatemala_1756092457_8bf66a11_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756094079_5b08a67e_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa economica guatemala 2025_1756101200_6229dfd8_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa hecha a mano guatemala_1756094846_cc5e0906_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_university clothing guatemala_1756091621_898bc047_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_ropa abogado guatemala_1756095320_6dd8187a_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa artesanal guatemala 2025_1756101184_e54f7cd0_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa sostenible guatemala 2025_1756101953_3af1a48e_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa quetzaltenango 2025_1756101685_09b2544b_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa sostenible guatemala 2025_1756101942_b928e7aa_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa quetzaltenango 2025_1756101505_f8bfe5d4_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_party clothing guatemala_1756092353_04726b83_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_linen clothing guatemala_1756093001_5fe1ce0e_norm.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa vegana guatemala 2025_1756102507_66faf8b8_aug_2.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_university clothing guatemala_1756091723_290c5720_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa vegana guatemala 2025_1756102507_66faf8b8_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756093998_b443ba2a_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_mercado ropa guatemala_1756096784_e83e5993_aug_3.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/2025_2025_ropa artesanal guatemala 2025_1756101047_4d4f1b62_aug_1.jpg,train,ropa,2025-09-06,local
data/processed/train/ropa/ropa_ropa_premium clothing guatemala_1756093638_f907ebd8_aug_3.jpg,train,ropa,2025-09-06,local
